gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	recordedByID	identifiedByID
2464444735																										CAR:1222:2017:00606									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:1222:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:1222:2017:00606			Cesar Talero								Silvestre									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2017-10-10	09:00:00			2017	10	10			Parcela									SA				Colombia	CO	Boyacá	Chiquinquirá		Parque Juan Pablo segund		2661										5.607994	-73.810256	WGS84																																							Cesar Talero	2017-10-10												Quercus humboldtii								Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Quercus		humboldtii		Especie		L.	Roble						
2464444734																										CAR:1222:2017:00602									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:1222:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:1222:2017:00602			Cesar Talero								Silvestre									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2017-09-22	09:00:00			2017	09	22			Puntual									SA				Colombia	CO	Cundinamarca	San Francisco		Las Lajas		2819										4.950608	-74.22996	WGS84																																							Cesar Talero	2017-09-22												Quercus humboldtii								Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Quercus		humboldtii		Especie		L.	Roble						
2464444733																										CAR:1222:2017:00598									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:1222:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:1222:2017:00598			Cesar Talero								Silvestre									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2017-09-22	09:25:00			2017	09	22			Puntual									SA				Colombia	CO	Cundinamarca	San Francisco		Las Lajas		2824										4.941474	-74.229904	WGS84																																							Cesar Talero	2017-09-22												Quercus humboldtii								Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Quercus		humboldtii		Especie		L.	Roble						
2464444732																										CAR:1222:2017:00594									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:1222:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:1222:2017:00594			Cesar Talero								Silvestre									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2017-09-22	09:05:00			2017	09	22			Puntual									SA				Colombia	CO	Cundinamarca	San Francisco		Las Lajas		2816										4.94103	-74.094315	WGS84																																							Cesar Talero	2017-09-22												Quercus humboldtii								Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Quercus		humboldtii		Especie		L.	Roble						
2464444731																										CAR:1222:2017:00590									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:1222:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:1222:2017:00590			Cesar Talero								Silvestre									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2017-11-24	10:15:00			2017	11	24			Puntual									SA				Colombia	CO	Cundinamarca	Cabrera		Pueblo viejo		2045										3.913876	-74.440601	WGS84																																							Cesar Talero	2017-11-24												Quercus humboldtii								Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Quercus		humboldtii		Especie		L.	Roble						
2464444730																										CAR:1222:2017:00491									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:1222:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:1222:2017:00491			Cesar Talero								Silvestre									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2017-11-09				2017	11	09			Puntual									SA				Colombia	CO	Cundinamarca	Anapoima		El Triunfo		800										4.545047	-74.499287	WGS84																																							Cesar Talero	2017-11-09												Attalea buttyracea								Plantae	Tracheophyta	Liliopsida	Arecales	Arecaceae	Attalea		buttyracea		Especie		Kunth	Palma de vino						
2464444729																										CAR:1222:2017:00488									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:1222:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:1222:2017:00488			Cesar Talero								Silvestre									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2017-11-09				2017	11	09			Puntual									SA				Colombia	CO	Cundinamarca	Anapoima		El Copial		697										4.521569	-74.560303	WGS84																																							Cesar Talero	2017-11-09												Attalea buttyracea								Plantae	Tracheophyta	Liliopsida	Arecales	Arecaceae	Attalea		buttyracea		Especie		Kunth	Palma de vino						
2464444728																										CAR:1222:2017:00484									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:1222:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:1222:2017:00484			Cesar Talero								Silvestre									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2017-10-11	13:00:00			2017	10	11			Puntual									SA				Colombia	CO	Cundinamarca	Vergara		La Montaña		1586										5.092089	-74.353248	WGS84																																							Cesar Talero	2017-10-11												Ceroxylon								Plantae	Tracheophyta	Liliopsida	Arecales	Arecaceae	Ceroxylon				Género		Bonpl. ex DC.	Palma de cera						
2464444727																										CAR:1222:2017:00480									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:1222:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:1222:2017:00480			Cesar Talero								Silvestre									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2017-10-11	12:45:00			2017	10	11			Puntual									SA				Colombia	CO	Cundinamarca	Vergara		La Montaña		1616										5.090283	-74.347142	WGS84																																							Cesar Talero	2017-10-11												Ceroxylon								Plantae	Tracheophyta	Liliopsida	Arecales	Arecaceae	Ceroxylon				Género		Bonpl. ex DC.	Palma de cera						
2464444726																										CAR:1222:2017:00477									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:1222:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:1222:2017:00477			Cesar Talero								Silvestre									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2017-10-06	11:40:00			2017	10	06			Puntual									SA				Colombia	CO	Cundinamarca	Vergara		Montedulce		1416										5.08088	-74.267975	WGS84																																							Cesar Talero	2017-10-06												Ceroxylon								Plantae	Tracheophyta	Liliopsida	Arecales	Arecaceae	Ceroxylon				Género		Bonpl. ex DC.	Palma de cera						
2464444725																										CAR:1222:2017:00220									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:1222:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:1222:2017:00220			Cesar Talero								Silvestre									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2017-06-14	13:00:00			2017	06	14			Puntual									SA				Colombia	CO	Cundinamarca	Quebradanegra		Concepción parte alta		1271										5.101684	-74.48815	WGS84																																							Cesar Talero	2017-06-14												Anacardium excelsum								Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Anacardium		excelsum		Especie		L.	Caracolí						
2464444724																										CAR:1222:2017:00217									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:1222:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:1222:2017:00217			Cesar Talero								Silvestre									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2017-06-14	11:30:00			2017	06	14			Puntual									SA				Colombia	CO	Cundinamarca	Quebradanegra		Concepción parte alta		1274										5.101485	-74.487853	WGS84																																							Cesar Talero	2017-06-14												Anacardium excelsum								Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Anacardium		excelsum		Especie		L.	Caracolí						
2464444723																										CAR:1086:2018:00704									es												Corporación Autonoma regional de Cundinamarca (CAR)							Evento		899.999.062-6		CAR:1086:2018	Corporación Autonoma regional de Cundinamarca (CAR)		Actualización del plan de prevención, manejo y control de la especie Procambarus clarkii		HumanObservation				CAR:1086:2018:00704			Julio Cesar Sanchez								Invasor									Entrevista a pobladores reportando gran cantidad de individuos												2018-03-13				2018	03	13		Aguas lenticas	Puntual					Entrevista a pobadores aduciendo gran cantida de individuos				SA				Colombia	CO	Cundinamarca	Sopó		Finkana		0										4.9788	-73.9608	WGS84																																							Julio Cesar Sanchez	2018-03-13												Procambarus clarkii								Animalia	Arthropoda	Malacostraca	Decapoda	Cambaridae	Procambarus		clarkii		Especie		(Girard, 1852)	Cangrejo Rojo Americano						
2464444722																										CAR:1049:2017:00630									es												Corporación Autonoma regional de Cundinamarca (CAR)							Evento		899.999.062-6		CAR:1049:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Formulación del plan de manejo y conservación de la especie Porphyriops melanops bogotensis		HumanObservation				CAR:1049:2017:00630			Nelson Londoño Gutiérrez-Juan Camilo Duque Yate								Silvestre									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2017-09-20				2017	09	20		Humedales del altiplano Cundiboyacense	Puntual									SA				Colombia	CO	Cundinamarca	Fúquene				2560										5.4523	-73.7276	WGS84																																							Nelson Londoño Gutiérrez-Juan Camilo Duque Yate	2017-09-20												Porphyriops melanops bogotensis								Animalia	Chordata	Aves	Gruiformes	Rallidae	Porphyriops		melanops	bogotensis	Subespecie			Tingua moteada, Polla de agua, Polla sabanera						
2464444721																										CAR:1049:2017:00627									es												Corporación Autonoma regional de Cundinamarca (CAR)							Evento		899.999.062-6		CAR:1049:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Formulación del plan de manejo y conservación de la especie Porphyriops melanops bogotensis		HumanObservation				CAR:1049:2017:00627			Nelson Londoño Gutiérrez-Juan Camilo Duque Yate								Silvestre									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2017-08-29				2017	08	29		Humedales del altiplano Cundiboyacense	Puntual									SA				Colombia	CO	Cundinamarca	El Rosal		El Rodeo		2583										4.8500	-74.2221	WGS84																																							Nelson Londoño Gutiérrez-Juan Camilo Duque Yate	2017-08-29												Porphyriops melanops bogotensis								Animalia	Chordata	Aves	Gruiformes	Rallidae	Porphyriops		melanops	bogotensis	Subespecie			Tingua moteada, Polla de agua, Polla sabanera						
2464444720																										CAR:1049:2017:00234									es												Corporación Autonoma regional de Cundinamarca (CAR)							Evento		899.999.062-6		CAR:1049:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Formulación del plan de prevención, manejo y control de la especie Molothrus bonariensis		HumanObservation				CAR:1049:2017:00234			Nelson Londoño Gutiérrez-Andrés Cortés Ladino								Silvestre									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2017-11-16				2017	11	16		Generalista	Puntual									SA				Colombia	CO	Cundinamarca	Sesquilé				0										4.9963	-73.8096	WGS84																																							Nelson Londoño Gutiérrez-Andrés Cortés Ladino	<Null>												Molothrus bonariensis								Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		bonariensis		Especie		(Gmelin, 1789)	Chamón						
2464444719																										CAR:1049:2017:00230									es												Corporación Autonoma regional de Cundinamarca (CAR)							Evento		899.999.062-6		CAR:1049:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Formulación del plan de prevención, manejo y control de la especie Molothrus bonariensis		HumanObservation				CAR:1049:2017:00230			Nelson Londoño Gutiérrez-Andrés Cortés Ladino								Silvestre									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2017-08-25				2017	08	25		Generalista	Puntual									SA				Colombia	CO	Cundinamarca	Funza				2568										4.7322	-74.1802	WGS84																																							Nelson Londoño Gutiérrez-Andrés Cortés Ladino	2017-08-25												Molothrus bonariensis								Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		bonariensis		Especie		(Gmelin, 1789)	Chamón						
2464444718																										CAR:933:2015:00014									es												Corporación Autonoma regional de Cundinamarca (CAR)							Sonido		899.999.062-6		CAR:933:2015	Corporación Autonoma regional de Cundinamarca (CAR)		Formulación del plan de manejo y conservación de la especie Choloepus hoffmanni		HumanObservation				CAR:933:2015:00014			Diana Romero								Invasor									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2015-05-17				2015	05	17			Puntual									SA				Colombia	CO	Cundinamarca	Fusagasugá		Chinauta		0										4.3125	-74.4402	WGS84																																							Diana Romero	2015-05-17												Lithobates catesbeianus								Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates		catesbeianus		Especie		(Shaw, 1802)	Rana Toro o bramadora						
2464444717																										CAR:933:2015:00010									es												Corporación Autonoma regional de Cundinamarca (CAR)							Sonido		899.999.062-6		CAR:933:2015	Corporación Autonoma regional de Cundinamarca (CAR)		Formulación del plan de manejo y conservación de la especie Choloepus hoffmanni		HumanObservation				CAR:933:2015:00010			Diana Romero								Invasor									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2015-09-04				2015	09	04			Puntual									SA				Colombia	CO	Cundinamarca	Fusagasugá		Chinauta		0										4.2929	-74.4482	WGS84																																							Diana Romero	2015-09-04												Lithobates catesbeianus								Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates		catesbeianus		Especie		(Shaw, 1802)	Rana Toro o bramadora						
2464444716																										CAR:933:2015:00007									es												Corporación Autonoma regional de Cundinamarca (CAR)							Sonido		899.999.062-6		CAR:933:2015	Corporación Autonoma regional de Cundinamarca (CAR)		Formulación del plan de manejo y conservación de la especie Choloepus hoffmanni		HumanObservation				CAR:933:2015:00007			Diana Romero								Invasor									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2015-09-21				2015	09	21			Puntual									SA				Colombia	CO	Cundinamarca	Fusagasugá		Chinauta		0										4.2699	-74.4957	WGS84																																							Diana Romero	2015-09-21												Lithobates catesbeianus								Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates		catesbeianus		Especie		(Shaw, 1802)	Rana Toro o bramadora						
2464444715																										CAR:933:2015:00003									es												Corporación Autonoma regional de Cundinamarca (CAR)							Evento		899.999.062-6		CAR:933:2015	Corporación Autonoma regional de Cundinamarca (CAR)		Formulación del plan de manejo y conservación de la especie Choloepus hoffmanni		HumanObservation				CAR:933:2015:00003			Diana Romero								Silvestre									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2015-01-01				2015	01	01			Puntual									SA				Colombia	CO	Cundinamarca	Silvania		Asafranal		0										4.4205	-74.3879	WGS84																																							Diana Romero	2015-01-01												Choloepus hoffmanni								Animalia	Chordata	Mammalia	Pilosa	Megalonychidae	Choloepus		hoffmanni		Especie		Peters, 1858	Perezoso de dos dedos. Perico Ligero						
2464444714																										CAR:829:2017:00711									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:829:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:829:2017:00711			Giovanny Morales								Silvestre									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2018-02-02	10:00:00			2018	02	02			Puntual					Individuos sembrados en área de restauración				SA				Colombia	CO	Cundinamarca	San Juan de RioSeco				273										4.948694	-74.706556	WGS84																																							Giovanny Morales	2018-02-02												Anacardium excelsum								Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Anacardium		excelsum		Especie		L.	Caracolí						
2464444713																										CAR:829:2017:00223									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:829:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:829:2017:00223			Giovanny Morales								Silvestre									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2017-10-18	14:30:00			2017	10	18			Puntual					Poblacion de más de 20 individuos, con alturas variables entre 10 y 18 metros de altura, asociados a cauces hídricos.				SA				Colombia	CO	Cundinamarca	Puerto Salgar				337										5.677806	-74.522333	WGS84																																							Giovanny Morales	2017-10-18												Anacardium excelsum								Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Anacardium		excelsum		Especie		L.	Caracolí						
2464444712																										CAR:829:2017:00201									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:829:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:829:2017:00201			Giovanny Morales								Silvestre									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2017-05-31	12:00:00			2017	05	31			Puntual					4 individuos adultos en borde de carretera interna de la base.				SA				Colombia	CO	Cundinamarca	Puerto Salgar				184										5.490833	-74.658889	WGS84																																							Giovanny Morales	2017-05-31												Swietenia								Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Swietenia				Género		Jacq.	Caoba						
2464444711																										CAR:819:2017:00899									es												Corporación Autonoma regional de Cundinamarca (CAR)							Sonido		899.999.062-6		CAR:819:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Actualización del plan de prevención, manejo y control de la especie Lithobates catesbeianus		HumanObservation				CAR:819:2017:00899			Diana Romero								Invasor									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2018-05-15				2018	05	15			Puntual									SA				Colombia	CO	Cundinamarca	Fusagasugá		Espinalito Bajo		0										4.3117	-74.4208	WGS84																																							Diana Romero	2018-05-15												Lithobates catesbeianus								Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates		catesbeianus		Especie		(Shaw, 1802)	Rana Toro o bramadora						
2464444710																										CAR:819:2017:00895									es												Corporación Autonoma regional de Cundinamarca (CAR)							Sonido		899.999.062-6		CAR:819:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Actualización del plan de prevención, manejo y control de la especie Lithobates catesbeianus		HumanObservation				CAR:819:2017:00895			Diana Romero								Invasor									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2018-05-15				2018	05	15			Puntual									SA				Colombia	CO	Cundinamarca	Fusagasugá		Espinalito Bajo		0										4.3106	-74.4128	WGS84																																							Diana Romero	2018-05-15												Lithobates catesbeianus								Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates		catesbeianus		Especie		(Shaw, 1802)	Rana Toro o bramadora						
2464444709																										CAR:819:2017:00891									es												Corporación Autonoma regional de Cundinamarca (CAR)							Sonido		899.999.062-6		CAR:819:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Actualización del plan de prevención, manejo y control de la especie Lithobates catesbeianus		HumanObservation				CAR:819:2017:00891			Diana Romero								Invasor									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2018-05-15				2018	05	15			Puntual									SA				Colombia	CO	Cundinamarca	Fusagasugá		Espinalito Bajo		0										4.3157	-74.4168	WGS84																																							Diana Romero	2018-05-15												Lithobates catesbeianus								Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates		catesbeianus		Especie		(Shaw, 1802)	Rana Toro o bramadora						
2464444708																										CAR:819:2017:00888									es												Corporación Autonoma regional de Cundinamarca (CAR)							Sonido		899.999.062-6		CAR:819:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Actualización del plan de prevención, manejo y control de la especie Lithobates catesbeianus		HumanObservation				CAR:819:2017:00888			Diana Romero								Invasor									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2018-05-15				2018	05	15			Puntual									SA				Colombia	CO	Cundinamarca	Fusagasugá		Espinalito Bajo		0										4.3144	-74.4198	WGS84																																							Diana Romero	2018-05-15												Lithobates catesbeianus								Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates		catesbeianus		Especie		(Shaw, 1802)	Rana Toro o bramadora						
2464444707																										CAR:819:2017:00884									es												Corporación Autonoma regional de Cundinamarca (CAR)							Sonido		899.999.062-6		CAR:819:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Actualización del plan de prevención, manejo y control de la especie Lithobates catesbeianus		HumanObservation				CAR:819:2017:00884			Diana Romero								Invasor									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2018-05-15				2018	05	15			Puntual									SA				Colombia	CO	Cundinamarca	Fusagasugá		Espinalito Bajo		0										4.3117	-74.4173	WGS84																																							Diana Romero	2018-05-15												Lithobates catesbeianus								Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates		catesbeianus		Especie		(Shaw, 1802)	Rana Toro o bramadora						
2464444706																										CAR:819:2017:00709									es												Corporación Autonoma regional de Cundinamarca (CAR)							Evento		899.999.062-6		CAR:819:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Formulación del plan de prevención, manejo y control de la especie Cornu aspersum		HumanObservation				CAR:819:2017:00709			Diana Romero								Invasor									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2018-04-01				2018	04	01			Puntual									SA				Colombia	CO	Cundinamarca	San Antonio de Tequendama		Santandercito		0										4.5948	-74.3423	WGS84																																							Diana Romero	2018-04-01												Cornu aspersum								Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Cornu		aspersum		Especie		(O.F.Müller, 1774)	Caracol de jardin						
2464444705																										CAR:819:2017:00576									es												Corporación Autonoma regional de Cundinamarca (CAR)							Sonido		899.999.062-6		CAR:819:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Actualización del plan de prevención, manejo y control de la especie Lithobates catesbeianus		HumanObservation				CAR:819:2017:00576			Diana Romero								Invasor									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2017-09-06				2017	09	06			Puntual									SA				Colombia	CO	Cundinamarca	Arbeláez		San Luis		0										4.2394	-74.4331	WGS84																																							Diana Romero	2017-09-06												Lithobates catesbeianus								Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates		catesbeianus		Especie		(Shaw, 1802)	Rana Toro o bramadora						
2464444704																										CAR:819:2017:00572									es												Corporación Autonoma regional de Cundinamarca (CAR)							Sonido		899.999.062-6		CAR:819:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Actualización del plan de prevención, manejo y control de la especie Lithobates catesbeianus		HumanObservation				CAR:819:2017:00572			Diana Romero								Invasor									Datos tomados por la Dirección de Recursos Naturales DRN - Grupo de Biodiversidad. Inventario y Monitoreo de la Biodiversidad												2017-09-06				2017	09	06			Puntual									SA				Colombia	CO	Cundinamarca	Arbeláez		San Antonio		0										4.2409	-74.4136	WGS84																																							Diana Romero	2017-09-06												Lithobates catesbeianus								Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates		catesbeianus		Especie		(Shaw, 1802)	Rana Toro o bramadora						
