gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	recordedByID	identifiedByID
2464442634																										CAR:783:2017:00566									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00566			Felipe Veloza Romero								Silvestre									Frente a la cámara se rasca												2017-10-24				2017	10	24		Generalista	Cámara Trampa					Frente a la cámara se rasca				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3095										4.8995	-73.7399	WGS84																																							Felipe Veloza Romero	2017-10-24												Puma concolor								Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma		concolor		Especie		(Linnaeus, 1771)	Puma						
2464442633																										CAR:783:2017:00562									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00562			Felipe Veloza Romero								Silvestre									Pasa con un curí en su boca												2017-10-06				2017	10	06		Generalista	Cámara Trampa					Pasa con un curí en su boca				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3052										4.9161	-73.7305	WGS84																																							Felipe Veloza Romero	2017-10-06												Puma concolor								Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma		concolor		Especie		(Linnaeus, 1771)	Puma						
2464442632																										CAR:783:2017:00559									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00559			Felipe Veloza Romero								Silvestre									Pasa frente a la cámara, se devuelve y empieza a vocalizar con el puma que había pasado antes.												2017-08-12				2017	08	12		Generalista	Cámara Trampa					Pasa frente a la cámara, se devuelve y empieza a vocalizar con el puma que había pasado antes.				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3052										4.9161	-73.7305	WGS84																																							Felipe Veloza Romero	2017-08-12												Puma concolor								Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma		concolor		Especie		(Linnaeus, 1771)	Puma						
2464442631																										CAR:783:2017:00555									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00555			Felipe Veloza Romero								Silvestre									Se aleja corriendo												2017-06-14				2017	06	14		Generalista	Cámara Trampa					Se aleja corriendo				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3052										4.9161	-73.7305	WGS84																																							Felipe Veloza Romero	2017-06-14												Puma concolor								Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma		concolor		Especie		(Linnaeus, 1771)	Puma						
2464442630																										CAR:783:2017:00551									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00551			Felipe Veloza Romero								Silvestre									Frente a la cámara												2017-06-08				2017	06	08		Generalista	Cámara Trampa					Frente a la cámara				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3038										4.9144	-73.7279	WGS84																																							Felipe Veloza Romero	2017-06-08												Puma concolor								Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma		concolor		Especie		(Linnaeus, 1771)	Puma						
2464442629																										CAR:783:2017:00515									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00515			Felipe Veloza Romero								Silvestre									Frente a la cámara												2017-12-23				2017	12	23		Bosque andino y altoandino	Cámara Trampa					Frente a la cámara				SA				Colombia	CO	Cundinamarca	Guatavita		Amoladero		2923										4.8772	-73.7178	WGS84																																							Felipe Veloza Romero	2017-12-23												Penelope montagnii								Animalia	Chordata	Aves	Galliformes	Cracidae	Penelope		montagnii		Especie		(Bonaparte, 1856)	Pava						
2464442628																										CAR:783:2017:00511									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00511			Felipe Veloza Romero								Silvestre									Frente a la cámara												2017-11-13				2017	11	13		Bosque andino y altoandino	Cámara Trampa					Frente a la cámara				SA				Colombia	CO	Cundinamarca	Guatavita		Amoladero		2923										4.8772	-73.7178	WGS84																																							Felipe Veloza Romero	2017-11-13												Penelope montagnii								Animalia	Chordata	Aves	Galliformes	Cracidae	Penelope		montagnii		Especie		(Bonaparte, 1856)	Pava						
2464442627																										CAR:783:2017:00508									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00508			Felipe Veloza Romero								Silvestre									Frente a la cámara												2017-10-14				2017	10	14		Bosque andino y altoandino	Cámara Trampa					Frente a la cámara				SA				Colombia	CO	Cundinamarca	Guatavita		Amoladero		2923										4.8772	-73.7178	WGS84																																							Felipe Veloza Romero	2017-10-14												Penelope montagnii								Animalia	Chordata	Aves	Galliformes	Cracidae	Penelope		montagnii		Especie		(Bonaparte, 1856)	Pava						
2464442626																										CAR:783:2017:00504									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00504			Felipe Veloza Romero								Silvestre									Pasa frente a la cámara												2017-06-05				2017	06	05		Bosque andino y altoandino	Cámara Trampa					Pasa frente a la cámara				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3048										4.9184	-73.7323	WGS84																																							Felipe Veloza Romero	2017-06-05												Penelope montagnii								Animalia	Chordata	Aves	Galliformes	Cracidae	Penelope		montagnii		Especie		(Bonaparte, 1856)	Pava						
2464442625																										CAR:783:2017:00500									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00500			Felipe Veloza Romero								Silvestre									Caminando frente a la cámara												2017-01-03				2017	01	03		Bosque andino y altoandino	Cámara Trampa					Caminando frente a la cámara				SA				Colombia	CO	Cundinamarca	Machetá		El Retiro		3035										4.9648	-73.6680	WGS84																																							Felipe Veloza Romero	2017-01-03												Penelope montagnii								Animalia	Chordata	Aves	Galliformes	Cracidae	Penelope		montagnii		Especie		(Bonaparte, 1856)	Pava						
2464442624																										CAR:783:2017:00474									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00474			Felipe Veloza Romero								Silvestre									Frente a la cámara												2017-06-24				2017	06	24		Desde bosques secos tropicales en Perú, hasta bosques altoandinos y páramos	Cámara Trampa					Frente a la cámara				SA				Colombia	CO	Cundinamarca	La Calera		El Manzano		3129										4.7160	-73.8751	WGS84																																							Felipe Veloza Romero	2017-06-24												Tremarctos ornatus								Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos		ornatus		Especie		(F.G.Cuvier, 1825)	Oso andino						
2464442623																										CAR:783:2017:00470									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00470			Felipe Veloza Romero								Silvestre									Frente a la cámara												2017-10-11				2017	10	11		Desde bosques secos tropicales en Perú, hasta bosques altoandinos y páramos	Cámara Trampa					Frente a la cámara				SA				Colombia	CO	Cundinamarca	Guatavita		Amoladero		2923										4.8772	-73.7178	WGS84																																							Felipe Veloza Romero	2017-10-11												Tremarctos ornatus								Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos		ornatus		Especie		(F.G.Cuvier, 1825)	Oso andino						
2464442622																										CAR:783:2017:00467									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00467			Felipe Veloza Romero								Silvestre									Frente a la cámara												2017-09-15				2017	09	15		Desde bosques secos tropicales en Perú, hasta bosques altoandinos y páramos	Cámara Trampa					Frente a la cámara				SA				Colombia	CO	Cundinamarca	Guatavita		Amoladero		2923										4.8772	-73.7178	WGS84																																							Felipe Veloza Romero	2017-09-15												Tremarctos ornatus								Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos		ornatus		Especie		(F.G.Cuvier, 1825)	Oso andino						
2464442621																										CAR:783:2017:00463									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00463			Felipe Veloza Romero								Silvestre									Frente a la cámara												2017-10-24				2017	10	24		Desde bosques secos tropicales en Perú, hasta bosques altoandinos y páramos	Cámara Trampa					Frente a la cámara				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3078										4.8995	-73.7399	WGS84																																							Felipe Veloza Romero	2017-10-24												Tremarctos ornatus								Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos		ornatus		Especie		(F.G.Cuvier, 1825)	Oso andino						
2464442620																										CAR:783:2017:00456									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00456			Felipe Veloza Romero								Silvestre									Frente a la cámara												2017-09-12				2017	09	12		Desde bosques secos tropicales en Perú, hasta bosques altoandinos y páramos	Cámara Trampa					Frente a la cámara				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3078										4.8995	-73.7399	WGS84																																							Felipe Veloza Romero	2017-09-12												Tremarctos ornatus								Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos		ornatus		Especie		(F.G.Cuvier, 1825)	Oso andino						
2464442619																										CAR:783:2017:00452									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00452			Felipe Veloza Romero								Silvestre									Pasa frente a la cámara y se rasca con un árbol												2017-10-16				2017	10	16		Desde bosques secos tropicales en Perú, hasta bosques altoandinos y páramos	Cámara Trampa					Pasa frente a la cámara y se rasca con un árbol				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3038										4.9144	-73.7279	WGS84																																							Felipe Veloza Romero	2017-10-16												Tremarctos ornatus								Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos		ornatus		Especie		(F.G.Cuvier, 1825)	Oso andino						
2464442618																										CAR:783:2017:00449									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00449			Felipe Veloza Romero								Silvestre									Frente a la cámara												2017-10-09				2017	10	09		Desde bosques secos tropicales en Perú, hasta bosques altoandinos y páramos	Cámara Trampa					Frente a la cámara				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3038										4.9144	-73.7279	WGS84																																							Felipe Veloza Romero	2017-10-09												Tremarctos ornatus								Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos		ornatus		Especie		(F.G.Cuvier, 1825)	Oso andino						
2464442617																										CAR:783:2017:00445									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00445			Felipe Veloza Romero								Silvestre									Mueve la cámara												2017-09-25				2017	09	25		Desde bosques secos tropicales en Perú, hasta bosques altoandinos y páramos	Cámara Trampa					Mueve la cámara				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3038										4.9144	-73.7279	WGS84																																							Felipe Veloza Romero	2017-09-25												Tremarctos ornatus								Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos		ornatus		Especie		(F.G.Cuvier, 1825)	Oso andino						
2464442616																										CAR:783:2017:00441									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00441			Felipe Veloza Romero								Silvestre									Mueve la cámara												2017-09-17				2017	09	17		Desde bosques secos tropicales en Perú, hasta bosques altoandinos y páramos	Cámara Trampa					Mueve la cámara				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3038										4.9144	-73.7279	WGS84																																							Felipe Veloza Romero	2017-09-17												Tremarctos ornatus								Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos		ornatus		Especie		(F.G.Cuvier, 1825)	Oso andino						
2464442615																										CAR:783:2017:00438									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00438			Felipe Veloza Romero								Silvestre									Mueve la cámara												2017-09-12				2017	09	12		Desde bosques secos tropicales en Perú, hasta bosques altoandinos y páramos	Cámara Trampa					Mueve la cámara				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3038										4.9144	-73.7279	WGS84																																							Felipe Veloza Romero	2017-09-12												Tremarctos ornatus								Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos		ornatus		Especie		(F.G.Cuvier, 1825)	Oso andino						
2464442614																										CAR:783:2017:00434									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00434			Felipe Veloza Romero								Silvestre									Mueve la cámara, mientras tanto vocaliza.												2017-08-23				2017	08	23		Desde bosques secos tropicales en Perú, hasta bosques altoandinos y páramos	Cámara Trampa					Mueve la cámara, mientras tanto vocaliza.				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3048										4.9184	-73.7323	WGS84																																							Felipe Veloza Romero	2017-08-23												Tremarctos ornatus								Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos		ornatus		Especie		(F.G.Cuvier, 1825)	Oso andino						
2464442613																										CAR:783:2017:00430									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00430			Felipe Veloza Romero								Silvestre									Pasa frente a la cámara												2017-08-10				2017	08	10		Desde bosques secos tropicales en Perú, hasta bosques altoandinos y páramos	Cámara Trampa					Pasa frente a la cámara				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3048										4.9184	-73.7323	WGS84																																							Felipe Veloza Romero	2017-08-10												Tremarctos ornatus								Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos		ornatus		Especie		(F.G.Cuvier, 1825)	Oso andino						
2464442612																										CAR:783:2017:00427									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00427			Felipe Veloza Romero								Silvestre									Comiendo frente a la cámara.												2017-10-16				2017	10	16		Desde bosques secos tropicales en Perú, hasta bosques altoandinos y páramos	Cámara Trampa					Comiendo frente a la cámara.				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3039										4.9154	-73.7285	WGS84																																							Felipe Veloza Romero	2017-10-16												Tremarctos ornatus								Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos		ornatus		Especie		(F.G.Cuvier, 1825)	Oso andino						
2464442611																										CAR:783:2017:00423									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00423			Felipe Veloza Romero								Silvestre									Oso pasa frente a la cámara.												2017-09-19				2017	09	19		Desde bosques secos tropicales en Perú, hasta bosques altoandinos y páramos	Cámara Trampa					Oso pasa frente a la cámara.				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3039										4.9154	-73.7285	WGS84																																							Felipe Veloza Romero	2017-09-19												Tremarctos ornatus								Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos		ornatus		Especie		(F.G.Cuvier, 1825)	Oso andino						
2464442610																										CAR:783:2017:00416									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00416			Felipe Veloza Romero								Silvestre									Pasa frente a la cámara												2017-09-18				2017	09	18		Desde bosques secos tropicales en Perú, hasta bosques altoandinos y páramos	Cámara Trampa					Pasa frente a la cámara				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3039										4.9154	-73.7285	WGS84																																							Felipe Veloza Romero	2017-09-18												Tremarctos ornatus								Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos		ornatus		Especie		(F.G.Cuvier, 1825)	Oso andino						
2464442609																										CAR:783:2017:00412									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00412			Felipe Veloza Romero								Silvestre									Frente a la cámara												2017-09-25				2017	09	25		Desde bosques secos tropicales en Perú, hasta bosques altoandinos y páramos	Cámara Trampa					Frente a la cámara				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3039										4.9154	-73.7284	WGS84																																							Felipe Veloza Romero	2017-09-25												Tremarctos ornatus								Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos		ornatus		Especie		(F.G.Cuvier, 1825)	Oso andino						
2464442608																										CAR:783:2017:00409									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00409			Felipe Veloza Romero								Silvestre									Frente a la cámara												2017-09-18				2017	09	18		Desde bosques secos tropicales en Perú, hasta bosques altoandinos y páramos	Cámara Trampa					Frente a la cámara				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3039										4.9154	-73.7284	WGS84																																							Felipe Veloza Romero	2017-09-18												Tremarctos ornatus								Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos		ornatus		Especie		(F.G.Cuvier, 1825)	Oso andino						
2464442607																										CAR:783:2017:00405									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00405			Felipe Veloza Romero								Silvestre									Frente a la cámara, rascandose												2017-10-13				2017	10	13		Desde bosques secos tropicales en Perú, hasta bosques altoandinos y páramos	Cámara Trampa					Frente a la cámara, rascandose				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3039										4.9143	-73.7279	WGS84																																							Felipe Veloza Romero	2017-10-13												Tremarctos ornatus								Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos		ornatus		Especie		(F.G.Cuvier, 1825)	Oso andino						
2464442606																										CAR:783:2017:00401									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00401			Felipe Veloza Romero								Silvestre									Osa y osezno frente a la c{amara												2017-09-18				2017	09	18		Desde bosques secos tropicales en Perú, hasta bosques altoandinos y páramos	Cámara Trampa					Osa y osezno frente a la c{amara				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3039										4.9143	-73.7279	WGS84																																							Felipe Veloza Romero	2017-09-18												Tremarctos ornatus								Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos		ornatus		Especie		(F.G.Cuvier, 1825)	Oso andino						
2464442605																										CAR:783:2017:00397									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00397			Felipe Veloza Romero								Silvestre									Frente a la cámara												2017-09-17				2017	09	17		Desde bosques secos tropicales en Perú, hasta bosques altoandinos y páramos	Cámara Trampa					Frente a la cámara				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3039										4.9143	-73.7279	WGS84																																							Felipe Veloza Romero	2017-09-17												Tremarctos ornatus								Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos		ornatus		Especie		(F.G.Cuvier, 1825)	Oso andino						
2464442604																										CAR:783:2017:00393									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00393			Felipe Veloza Romero								Silvestre									Sobre las ramas frente a la cámara												2017-08-22				2017	08	22		Desde bosques secos tropicales en Perú, hasta bosques altoandinos y páramos	Cámara Trampa					Sobre las ramas frente a la cámara				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3039										4.9154	-73.7285	WGS84																																							Felipe Veloza Romero	2017-08-22												Tremarctos ornatus								Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos		ornatus		Especie		(F.G.Cuvier, 1825)	Oso andino						
2464442603																										CAR:783:2017:00386									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00386			Felipe Veloza Romero								Silvestre									Pasan frente a la cámara.												2017-07-27				2017	07	27		Desde bosques secos tropicales en Perú, hasta bosques altoandinos y páramos	Cámara Trampa					Pasan frente a la cámara.				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3039										4.9154	-73.7284	WGS84																																							Felipe Veloza Romero	2017-07-27												Tremarctos ornatus								Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos		ornatus		Especie		(F.G.Cuvier, 1825)	Oso andino						
2464442602																										CAR:783:2017:00382									es												Corporación Autonoma regional de Cundinamarca (CAR)							Imagén estática		899.999.062-6		CAR:783:2017	Corporación Autonoma regional de Cundinamarca (CAR)		Biodiversidad Jurisdicción CAR		MachineObservation				CAR:783:2017:00382			Felipe Veloza Romero								Silvestre									Mueve la cámara												2017-07-12				2017	07	12		Desde bosques secos tropicales en Perú, hasta bosques altoandinos y páramos	Cámara Trampa					Mueve la cámara				SA				Colombia	CO	Cundinamarca	Guatavita		Monquetiva		3039										4.9154	-73.7284	WGS84																																							Felipe Veloza Romero	2017-07-12												Tremarctos ornatus								Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos		ornatus		Especie		(F.G.Cuvier, 1825)	Oso andino						
